Peter Tatchell: Carl Vaernet -- The Nazi Doctor Who Escaped Justice,2015-02-14 10:30:00 UTC,2015-02-14 11:00:00 UTC,2015-01-30 16:52:35 UTC,Space 3,"{Peter Tatchell} tells the inside story of how Dr Vaernet was authorised by the head of the Gestapo to experiment on gay concentration camp prisoners to discover a medical means to eradicate homosexuality - and how he escaped prosecution for war crimes with the collusion of Danish and British governments. 

Peter Tatchell has campaigned for LGBT and other human rights since 1967. A pioneer of the London Gay Liberation Front in 1971, he staged the first gay rights protest in a communist country (East Germany, 1973). He was the defeated Labour candidate in the 1983 Bermondsey by-election – the dirtiest, most homophobic and violent election in Britain for 100 years.
 
In 1989, he helped found the AIDS activist group ACT UP London, and in 1990 he was a founding member of the LGBT direct action organisation OutRage! 
 
He outed 10 anti-gay bishops in 1994; twice attempted a citizen’s arrest of the Zimbabwean dictator Robert Mugabe (1999 and 2001); interrupted the 1998 Easter Sermon of the then anti-equality Archbishop of Canterbury, George Carey; ambushed Tony Blair’s motorcade in protest at the Iraq war (2003); and was beaten by neo-Nazis at the banned Moscow Pride parade in 2007.
 
His inspirations are Mahatma Gandhi, Sylvia Pankhurst, Martin Luther King and Malcolm X. For more info about Peter’s human rights campaigns and to make a donation: [Peter Tatchell Foundation](www.PeterTatchellFoundation.org)
"
Jen Yockney: 21 years and more. BiPhoria and Bisexuality In Manchester,2015-02-15 14:50:00 UTC,2015-02-15 15:10:00 UTC,2015-01-30 16:52:35 UTC,Changing Exhibition Space,"The UK's oldest extant bisexual organisation, BiPhoria, is based in Manchester.  Its existence has been at times both thanks to, and despite, the wider LGBT scene and culture in the city - giving Manchester a reputation as both a centre of bisexual community and of biphobia. Bi Community News editor Jen Yockney explores the group's story, in the context of Manchester's sometimes LGbt culture, and the wider bi movement in the UK since 1981.


Jen Yockney is one of the most prominent bisexual activists in the UK, having worked on giving bi communities support and voice for the past twenty years. She works across many levels: frontline support at the UK's oldest bisexual support group; publications and policy-making; and as a mentor reaching out to new volunteers to help bi groups and projects around the country blossom. 
"
"Alex Sharpe: Sexual Intimacy, Gender History and the Criminal Law",2015-02-15 15:30:00 UTC,2015-02-15 16:00:00 UTC,2015-01-30 16:52:35 UTC,Changing Exhibition Space,"Prof {Alex Sharpe} will be talking about Trans-Cis Sexual Intimacy in circumstances where gender history has not been disclosed. In recent years, a series of young trans men have been successfully prosecuted for sexual offences in these circumstances. Several have been imprisoned and all have been placed on the Sex Offenders Register for Life. 

Prof Sharpe works at Keele University. Her research interests lie within the fields of social and legal theory, legal history, and gender, sexuality and the law. She has been writing about transgender/law issues for over twenty years. She is the author of Transgender Jurisprudence: Dysphoric Bodies of Law (Cavendish, 2002) and Foucault’s Monsters and the Challenge of Law (Routledge, 2010) and over 50 other publications. Prof Sharpe also serves on the International Legal Committee of WPATH (the World Professional Association of Transgender Health), a law reform body that makes third party interventions in litigation worldwide, and sits on Amnesty International's Expert Committee on the Criminalisation of Sexual and Reproductive Conduct."
"Sonja Tiernan: ""Sappho was right"". The formidable relationship of Eva Gore-Booth and  Esther Roper",2015-02-15 14:00:00 UTC,2015-02-15 14:30:00 UTC,2015-01-30 16:52:35 UTC,Coal Store,"At the age of twenty-six, in 1896, Eva Gore-Booth was sent to recover from illness in the picturesque village of Bordighera in Italy. In the garden, standing under an olive tree, she first met a young English woman, Esther Roper. The encounter was to change the two women’s lives forever.  

Eva Gore-Booth was the daughter of an Anglo-Irish landlord who owned one of the largest estates in the West of Ireland. In stark contrast, Esther Roper was from working class stock. Within months of her return to Ireland, Eva made an extraordinary decision in order to be with Esther. In 1897, she rejected her aristocratic lifestyle, moving from an opulent mansion in the beautiful countryside of Sligo to a mid-terrace property in the smog-bound quarters of industrial Manchester.

This talk examines the remarkable thirty-year relationship of Eva and Esther. Once labelled as a pair of oddities, it is now clear that the women were open about their relationship, mixing with an eclectic group of radical gay and lesbian activists. The couple became formidable political advocates in England often organising successful and radical campaigns for social justice. Using recently uncovered letters, diaries and manuscripts, this story is a fascinating account of two women who refused to comply with the norms of society at the turn of the twentieth century.

Dr {Sonja Tiernan} is a Lecturer in Modern History at Liverpool Hope University. She has published widely in the area of LGBT history including two volumes on the histories of sexuality. Her most recent publications include Eva Gore-Booth: an Image of Such Politics (2012) and The Political Writings of Eva Gore-Booth due for publication in 2015. Sonja is currently writing the official history of the Marriage Equality campaign in Ireland to be published later this year.  
"
Kate Cook: Lesbians and Feminism: Doc Martens Against Rape,2015-02-15 14:00:00 UTC,2015-02-15 14:30:00 UTC,2015-01-30 16:52:35 UTC,Archive Space,Dr {Kate Cook} will speak about her involvement in the 1990s struggles to end rape and about the involvement of lesbian feminists in the movement against violence against women and girls.  
Laila El-Metoui: Embedding LGBT lives and Issues in Further Education ,2015-02-14 16:00:00 UTC,2015-02-14 16:30:00 UTC,2015-01-30 16:52:35 UTC,Space 3,"In her talk {Laila El-Metoui} will share her experience of managing LGBT projects and initiatives within the Further Education sector. 

Laila is a highly enthusiastic and dedicated education specialist with 20 years’ experience in Further Education.  An extremely well organised manager with a teaching background in ESOL and EFL, she currently chairs NATECLA London as a volunteer, providing a range of CPD and networking opportunities for its members. 

Last year she co-ordinated Educate Out Prejudice at Morley College, London, a project which offered practical solutions to support the inclusion of LGBT themes into the adult ESOL curriculum. It investigated and consulted on issues relating to the content of enrolment forms and data collection of sexual orientation and gender identities through a pilot with a range of ESOL (and other) classes; and offered practical support, including training and teaching resources for themes which can be challenging for learners and staff from diverse cultural backgrounds. Summary of the project can be found here [Educate Out Prejudice](http://www.equalitiestoolkit.com/content/educate-out-prejudice) 

This is year she is managing The humane selfie: ‘Life gets better together’ at Working Men’s College, London, a project which aims to bring students and staff together in purposeful, mutually beneficial activities, to promote greater understanding and respect between various protected characteristics. While the project considers all protected characteristics, there will be greater emphasis on sexual orientation, gender identity, and religion and belief. Further details about the project can be found on this link [The Humane Selfie: Life Gets Better Together](http://www.ecu.ac.uk/goodpracticefund/funded-projects/working-mens-college/) 

Laila hosts a bi-monthly radio programme on [Reel Rebel Radio](http://www.reelrebelsradio.com/archives/outtakes/). OUTtakes, the tracks of my life, raises positive awareness of the LGBTiQ population in the UK. It aims to ‘usualise’ this often invisible community through an interview, music and chats. It hopes to further support the establishing of the LGBTiQ population as also being normative. She invites a different LGBTIQ person who is interviewed through the tracks of their lives. Guests select music which has a specific significance to them and chats to them about their lives. #OUTtakesradio

She is the Founder and Director of [LelmEducation](www.lelmeducation.com) a consultation and training organisation supporting the Further Education sector with staff development training and consultancy on Equality and Diversity with a particular emphasis on LGBT. "
Stuart Milk: The Harvey Milk Story,2015-02-15 16:00:00 UTC,2015-02-15 16:30:00 UTC,2015-01-30 16:52:35 UTC,The Coal Store,"{Stuart Milk}, nephew of Harvey Milk, will read from {“The Harvey Milk Story”}, a book about his uncle’s work and legacy, and the work of the Harvey Milk Foundation worldwide. Harvey Milk was an American politician who campaigned for gay rights in San Francisco’s famous Castro district. He was tragically assassinated in 1978 alongside his colleague George Moscone. Stuart co-founded the Harvey Milk Foundation, and is now an ambassador for LGBT rights around the world."
Festival Launch: The 1st Alan Horsfall Lecture,2015-02-13 17:30:00 UTC,2015-02-13 19:30:00 UTC,2015-01-30 16:52:35 UTC,"The Lesbian & Gay Foundation, 5 Richmond Street, Manchester, Manchester M1 3HF, United Kingdom","Civic festival launch, introduced by the Lord Mayor of Manchester and {Sue Sanders},  co-chair of Schools OUT UK.

The Campaign for Homosexual Equality present The 1st Allan Horsfall Lecture, presented by Prof. {Charles Upchurch} (Asst. Professor of British History, Florida State University). 

In his talk  ""Like Sympathetic Ink: Identity and the Early Nineteenth-Century Attempt to Reform of the British Sodomy Laws"", Prof. Upchurch examines some of the earliest attempts to legalise inter-male sex. "
Carola Towle:  Am I the only one?  Lone voices to collective action,2015-02-15 12:20:00 UTC,2015-02-15 12:50:00 UTC,2015-01-30 16:52:35 UTC,Archive space,"Some of the best LGBT stories from forty years of organising in UNISON, the public service union, and its predecessor unions.  The pitched battle on the letters page of the union magazine in 1974. How ten years later, 70 lesbian and gay union members were accused of running a brothel. Why in the early 90s we negotiated a right of reply for Black lesbians and gay men in The Voice newspaper.  Why we were slated on the pages of Bi Community News and what happened next.  How one woman found her voice during a rules debate.  All this and more.  The moral of the story?  We are stronger together!
"
Book Signing: Catherine Hall,2015-02-14 14:00:00 UTC,2015-02-14 14:30:00 UTC,2015-01-30 16:52:35 UTC,Shakespeare Hall,"{Catherine Hall} will sign copies of Days of Grace, The Proof of Love, and The Repercussions on our News From nowhere book stall. "
Linda Bellos: Contemporary Pioneer for Equality ,2015-02-15 15:30:00 UTC,2015-02-15 16:00:00 UTC,2015-01-30 16:52:35 UTC,Coal Store,"{Linda Bellos} will be providing a personal account of some of her historic achievements over the years. She has been actively involved in community politics since the mid 1970’s. She came out as a lesbian and became a feminist in the late 1970’s. She joined the Spare Rib Collective in 1981 and demanded that lesbians be encouraged to be out. In the following years she helped organised the first Black Feminist and the First Black Lesbian Conferences. She argued strongly against the notion of a ‘hierarchy of oppression. In 1987, as Chair of the London Strategic Policy Unit, she was responsible for introducing Black History Month to the UK. 
She has become a leading authority on equality and human rights law and its practical application across the public sector. Chair of the Institute of Equality and Diversity Practitioners, she also runs Linda Bellos Associates. Linda was awarded an OBE for her services to diversity in the 2007 New Year’s Honours List. 
Linda is a regular guest contributor on national radio and television programmes, speaking mainly on current equality and diversity issues. She is a published author who has written many essays and letters on equality and diversity topics.
"
"Prossy Kakooza: The Journey to Freedom. From ""You can't be gay"" to ""Gay? Prove it"" ",2015-02-15 14:50:00 UTC,2015-02-15 15:20:00 UTC,2015-01-30 16:52:35 UTC,Coal Store,"Many LGBT people like myself run from persecution to seek asylum in nations like the UK thinking they'll immediately be safe. But most times seeking asylum makes you enter what feels like another form of persecution with having to prove your sexuality to the immigration system. When I asked for asylum, on many levels, it felt like jumping from a frying pan into a fire. In a series of such intrusive and embarrassing questions, I was asked to prove I was gay. How on earth was I or anybody else supposed to do that?!"
LGBT History Tour,2015-02-15 14:50:00 UTC,2015-02-15 15:45:00 UTC,2015-01-30 16:52:35 UTC,Main Exhibition Space,"Join Catherine O’Donnell on a tour of the PHM’s main galleries and discover how the history of gender and sexuality has been affected by society, politics and activism over the past 200 years.  Suitable for adults and young people. No booking required, however places are limited. First come, first served.

In order to keep our events programme affordable to everyone, please make a donation

Suggested donation £3

meeting at the information desk 14:50 to start the tour for 15:00"
LGBT History Tour,2015-02-15 13:30:00 UTC,2015-02-15 14:15:00 UTC,2015-01-30 16:52:35 UTC,Main Exhibition Space,"Join {Catherine O’Donnell} on a tour of the PHM’s main galleries and discover how the history of gender and sexuality has been affected by society, politics and activism over the past 200 years. Suitable for adults and young people. No booking required; however, places are limited. First come, first served.

In order to keep our events programme affordable to everyone, please make a donation

Suggested donation £3

Meeting at the information desk 13:20 to start the tour for 13:30"
Cath Booth: Shock Horror! Lesbians and Gays Support the Printworkers,2015-02-15 15:30:00 UTC,2015-02-15 16:00:00 UTC,2015-01-30 16:52:35 UTC,Archive Space,"{Cath Booth} will be discussing Lesbians and Gays Support the Printworkers (LGSP): a group in London supporting printworkers sacked by Murdoch in 1986, following closely in the footsteps of LGSM during the miners' strike. 

The group took part in marches and actions throughout the year of the strike, making alliances with sacked strikers and other support groups. They produced regular bulletins, badges and posters, and monitored virulently anti-gay articles of the Sun. The presentation will discuss LGSP members' connections and involvement with the strikers and print unions, including actions and interventions during the strike.
"
Mike Jackson: Lesbians and Gays Support the Miners,2015-02-15 14:50:00 UTC,2015-02-15 15:10:00 UTC,2015-01-30 16:52:35 UTC,Archive Space,"{Mike Jackson} will speak about growing up gay in the 1970s, Lesbians and Gays Support the Miners, his role within the group, the archive, the impact of the movie and some practical fashion tips on what to wear whilst overthrowing the capitalist state."
Peter Tatchell: Commonwealth homophobia and our colonial legacy,2015-02-15 12:20:00 UTC,2015-02-15 12:50:00 UTC,2015-01-30 16:52:35 UTC,Coal Store,"{Peter Tatchell} looks at the relationship between racism & heterosexism in the colonial era and the on-going impact of Britain's exported homophobia worldwide. 

Peter Tatchell has campaigned for LGBT and other human rights since 1967. A pioneer of the London Gay Liberation Front in 1971, he staged the first gay rights protest in a communist country (East Germany, 1973). He was the defeated Labour candidate in the 1983 Bermondsey by-election – the dirtiest, most homophobic and violent election in Britain for 100 years.
 
In 1989, he helped found the AIDS activist group ACT UP London, and in 1990 he was a founding member of the LGBT direct action organisation OutRage! 
 
He outed 10 anti-gay bishops in 1994; twice attempted a citizen’s arrest of the Zimbabwean dictator Robert Mugabe (1999 and 2001); interrupted the 1998 Easter Sermon of the then anti-equality Archbishop of Canterbury, George Carey; ambushed Tony Blair’s motorcade in protest at the Iraq war (2003); and was beaten by neo-Nazis at the banned Moscow Pride parade in 2007.
 
His inspirations are Mahatma Gandhi, Sylvia Pankhurst, Martin Luther King and Malcolm X. For more info about Peter’s human rights campaigns and to make a donation:
[Peter Tatchell Foundation](http://www.petertatchellfoundation.org)
"
Peter Purton: How trade unions helped LGBT people gain equality,2015-02-15 11:30:00 UTC,2015-02-15 12:00:00 UTC,2015-01-30 16:52:35 UTC,Archive Space,{Peter Purton} will explore how LGBT workers turned the trade unions into champions of equality and how unions made a big contribution on everything from employment rights to equal marriage. They will also have a large part to play in challenging the homo- and transphobia that continues at work and outside it.
Sheila Standard: Greenham Common Women’s Peace Camp 1984,2015-02-15 11:30:00 UTC,2015-02-15 12:00:00 UTC,2015-01-30 16:52:35 UTC,Changing Exhibition Space,"{Sheila Standard} remembers where she was in 1979 when it was announced on the radio that First Strike, American Cruise Nuclear missiles were to be based at Greenham Common USAF Airbase. Like most people she was gripped with fear and a sense of inevitable disaster, and felt powerless to do anything. The worst bit was her mum lived near Greenham, and would 'get it first!' However, the feeling of powerlessness did not last for long. All over the country people started to organise into anti missile groups, and she joined Withington Against the Missiles, a local group in Manchester, and accidentally got involved in an NVDA (Non Violent Direct Action) protest becoming one of the ""Bunker 4"". 

Then something truly epic happened... Greenham. 

This is a very personal reflection of one of thousands of women discovering the power of working together, singing, being silly, the wit and repartee, fear and bravery, that goes with bringing fences crashing down, to the mockery of militarism. 

A women's movement that conflicted and then embraced sexuality, and stood up to the hateful press, and ""respectable society"", embracing freedom, and our right to struggle against the holocaust. 

It is also a story of how women all over the country embraced Greenham and supported the Greenham Women's Camps, and some of the triumphs and also low ebbs of this anarchic protest. 
"
Christine Burns MBE: Press For Change & Trans* History,2015-02-14 10:30:00 UTC,2015-02-14 11:00:00 UTC,2015-01-30 16:52:35 UTC,Space 2,"{Christine Burns} MBE was a leading figure in the campaign for trans rights for 15 years, helping secure the passage of the Gender Recognition Act in 2004. She also chaired the North West Equality and Diversity Group for many years and helped organisations develop equality strategy. Her widely praised books ‘Making Equality Work’ and [""Pressing Matters""](http://blog.plain-sense.co.uk/2014/01/ten-years-on.html) are based on the various aspects of her work.
"
Geoff Hardy: Rainbow Shropshire,2015-02-14 16:00:00 UTC,2015-02-14 16:30:00 UTC,2015-01-30 16:52:35 UTC,Space 2,"Shrewsbury is the county town for Shropshire, a highly rural area. 
This session will look at what has been achieved, how LGBT visibility has increased over the years, particularly in Shrewsbury and across the County. 

{Sue Gorbing}: is a film programmer for SpringOut, which works with the Shropshire Rainbow Film Festival, a core member of SAND (Safe Ageing No Discrimination) and a director of FRESh (Fairness Respect Equality Shropshire).

{Peter Roscoe}:  is a lifelong LGBT and union activist, a co-founder  of the Shropshire Rainbow Film Festival and a director of FRESh.

{Geoff Hardy}: has been an LGBT activist since 1971, a co-founder of the Shropshire Rainbow Film Festival, a core member of SAND and a director of FRESh.

http://www.rainbowfilmfestival.org.uk/
https://lgbtsand.wordpress.com/
http://www.freshshropshire.org.uk/"
RDK meeting,2015-01-09 10:00:00 UTC,2015-01-09 12:00:00 UTC,2015-01-30 16:52:35 UTC,"",""
Isaac Hitchen's House (A Lancashire Tale) ,2015-02-15 12:00:00 UTC,2015-02-15 12:30:00 UTC,2015-01-30 16:52:36 UTC,Mini Theatre,"In the early 1800s there was a vibrant social and sexual scene for men which revolved around the house of Isaac Hitchen in Great Sankey near Warrington. Meeting places like this were known as ‘molly’ houses in the parlance of the day. In May of 1806 a large group of the men were arrested following a raid on the house. Some escaped, but many of them were charged with ‘sodomy’ or an ‘unnatural crime,’ which in England carried the death penalty from the 1530s until 1861. In September of 1806, five of the men, including Hitchen himself, were sentenced to death by hanging. There is a Preston based LGBT community project named in his memory. 

""Isaac Hitchen's House"" tells the story of these men, the investigation, and the attitudes of the authorities, in song. Written and performed by {Eleanor Levin}, {Nina George} and {Scott Millington} of the Grievous Angels as part of Lancaster's 'Documenting Dissent' project led by Global Link with grateful acknowledgement to Harry Cocks, Richard Norton and the Lancashire Archives.
 
Eleanor, Nina and Scott’s first musical foray together was in 2005 as part of ‘The Mistresses of the Ten Minute Musical’ and led them to be instrumental in the foundation of the Grievous Angels, a solidarity-folk collective which was based in Lancaster. They are currently working on a project of songs based on Lancaster’s local history, and developing their own original works.  

[Website of the song](http://www.documentingdissent.org.uk/?p=15521)
[Documenting Dissent's homepage](http://www.documentingdissent.org.uk/)
"
A Very Victorian Scandal: The Trial,2015-02-15 13:00:00 UTC,2015-02-15 14:00:00 UTC,2015-01-30 16:52:36 UTC,Engine Hall,"In the concluding part of the series, you will discover what happened to the fancy dress ball attendees. Original newspaper accounts have been used to dramatise the infamous court trial. Will all of the prisoners maintain their vow of silence, or will the threat of prison force someone to speak out?"
A Very Victorian Scandal: The Raid,2015-02-13 20:00:00 UTC,2015-02-13 21:00:00 UTC,2015-01-30 16:52:36 UTC,"Via Fossa, 30 Canal Street, Manchester M1 3EZ, United Kingdom","In the first of a series of performances across Manchester, you will be invited to a reimagining of the fancy dress ball. Mingle with the fancy-dress ball attendees, learn a little about their lives, and watch them sing and dance to Music Hall songs. Manchester’s finest Victorian police officers will rudely interrupt the evening's proceedings."
A Very Victorian Scandal: The Press,2015-02-14 12:15:00 UTC,2015-02-14 12:45:00 UTC,2015-01-30 16:52:36 UTC,Space 2,"An intimate performance at Manchester Central Library takes a fresh look at the motives behind the police raid. Secrets and politics combine to make some men, and ruin others. Detective Caminada courts the press, but can he keep control of the story?"
All the Nice Girls,2015-02-15 14:00:00 UTC,2015-02-15 14:50:00 UTC,2015-01-30 16:52:36 UTC,Mini Theatre,"‘All The Nice Girls’ by [Behind The Lines](http://www.behindthelines.info/) takes an entertaining glimpse at the lives of Gwen Farrar and Norah Blaney through the eyes of male impersonator Ella Shields. Starting out in Lena Ashwell’s concert parties for the troops in WW1 the young Farrar and Blaney quickly adapted their classical ‘cello/piano act into a ‘turn’ full of repartee and physical humour.

Household names in the early 1920s, Farrar and Blaney had an on and offstage partnership, singing popular love songs of the day to each other in West End Revues and living together openly. Atthe same time Ella Shields’ Music Hall act was in decline. ‘All The Nice Girls’ imagines her fictitious reaction to the younger pair as they live the starry life of Bright Young Things. Will their relationship survive the pressures of the age and the conflicting urges to marry and conform or to party wildly into oblivion?

{Ali Child} is a writer, director and performer. She was a Choral Exhibitioner at Trinity College, Cambridge, appeared at the Arts Theatre with the Marlowe Society and Cambridge University Opera Society and  toured for two years with the Footlights Revue. She graduated with a degree in History and a P.G.C.E. in English and Drama.

{Rosie Wakley} has worked in the theatre in many capacities including Master Carpenter, Stage Manager and ultimately Production Manager at the Coliseum for the English National Opera. She has an M.B.A. degree from Lancaster University and performs widely as her alter ego, lounge singer, Ronnie Rialto.

[Kindly sponsored by Foale Consulting Ltd.](http://www.initiative-consulting.com/)"
